rentree_scolaire;UAI;departement;academie;region;patronyme;indice_eloignement
2020;0690281F;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCEE PROFESSIONNEL JOSEPH-MARIE JACQUARD - LYCEE DES METIERS MODE - LYC MET SERVICES PERSONNE ET ENTREPRISE - LYC MET RESEAU TEXTILE MODE CUIR;96.3
2020;0801882L;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE POLYVALENT LA HOTOIE;96.3
2020;0830116A;VAR;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL PRIVÉ MARIE FRANCE;96.3
2020;0920897A;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ NOTRE DAME;96.3
2020;0920928J;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ LA SALLE PASSY BUZENVAL;96.3
2020;0130002G;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PAUL CÉZANNE;96.4
2020;0340039H;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GEORGES CLEMENCEAU;96.4
2020;0420043U;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN MONNET;96.4
2020;0620040G;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LOUIS BLARINGHEM;96.4
2020;0670082A;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LOUIS PASTEUR;96.4
2020;0680041A;HAUT-RHIN;STRASBOURG;GRAND EST;LYCÉE PROFESSIONNEL DU REBBERG - LYCÉE DES MÉTIERS;96.4
2020;0690539L;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ ASSOMPTION BELLEVUE;96.4
2020;0741164N;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL TOM MOREL - LYCÉE DES MÉTIERS DE L'ACCUEIL, LA VENTE ET LA GESTION;96.4
2020;0800013E;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL DE L'ACHEULÉEN - LYCÉE DES MÉTIERS DU BÂTIMENT;96.4
2020;0801947G;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ SACRÉ-COEUR;96.4
2020;0890003V;YONNE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL JACQUES AMYOT;96.4
2020;0020052W;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL COLARD NOËL - LYCÉE DES MÉTIERS DU BÂTIMENT ET DE L'HÔTELLERIE;96.5
2020;0370731U;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINTE URSULE;96.5
2020;0622949U;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MARIETTE;96.5
2020;0690031J;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ANTOINE DE SAINT-EXUPÉRY;96.5
2020;0750558Z;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT PAUL POIRET;96.5
2020;0780584L;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL HENRI MATISSE, LYCÉE DES MÉTIERS DE LA PETITE ENFANCE ET DES SOINS À LA PERSONNE, ET DU COMMERCE;96.5
2020;0831207L;VAR;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE TECHNOLOGIQUE PRIVÉ MARIE FRANCE;96.5
2020;0921932A;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ LA SALLE PASSY BUZENVAL;96.5
2020;0622106C;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ SAINT VAAST-SAINT DOMINIQUE;96.6
2020;0630022G;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL ROGER CLAUSTRES - LYCÉE DES MÉTIERS DES RÉALISATIONS INDUSTRIELLES ET ARTISANALES;96.6
2020;0671552Y;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL PRIVÉ LE GYMNASE JEAN STURM;96.6
2020;0690653K;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ ORSEL;96.6
2020;0921595J;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL DANIEL BALAVOINE;96.6
2020;0941413A;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT LÉON BLUM;96.6
2020;0950645K;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VAN GOGH;96.6
2020;9740082W;LA REUNION;LA REUNION;LA REUNION;LYCÉE PROFESSIONNEL JULIEN DE RONTAUNAY;96.6
2020;0540061Y;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE MARIE MARVINGT - LYCÉE DES MÉTIERS DES SERVICES ET DU COMMERCE;96.7
2020;0631408N;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ LES CORDELIERS - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;96.7
2020;0690564N;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ INSTITUTION DES CHARTREUX;96.7
2020;0760174B;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CLAUDE MONET;96.7
2020;0772310T;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT SIMONE SIGNORET;96.7
2020;0781899R;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT FRANÇOIS D'ASSISE;96.7
2020;0870118F;HAUTE-VIENNE;LIMOGES;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE RAOUL DAUTRY;96.7
2020;0940115P;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ROMAIN ROLLAND;96.7
2020;0340009A;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE HENRI IV;96.8
2020;0440161L;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL PRIVÉ SAINT JOSEPH DU LOQUIDY-LA SALLE;96.8
2020;0590255G;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL GUY DEBEYRE;96.8
2020;0783293F;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ LES CHATAIGNIERS;96.8
2020;0950812S;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ JEANNE D'ARC, LYCÉE DES MÉTIERS DU COMMERCE ET DES SERVICES AUX ENTREPRISES;96.8
2020;0220058U;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE POLYVALENT CHAPTAL;96.9
2020;0260034W;DROME;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL EMILE LOUBET;96.9
2020;0312064A;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL PRIVÉ MYRIAM;96.9
2020;0420034J;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CARNOT;96.9
2020;0440279P;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT PRIVÉ LA BAUGERIE;96.9
2020;0442725Y;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT PRIVÉ TALENSAC - JEANNE-BERNARD;96.9
2020;0511430C;MARNE;REIMS;GRAND EST;LYCÉE PROFESSIONNEL JOLIOT-CURIE - LYCÉE DES MÉTIERS DE LA SÉCURITÉ, DE LA RELATION CLIENT ET DES SERVICES ADMINISTRATIFS;96.9
2020;0620188T;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LP DU DETROIT - LYCÉE DES MÉTIERS DE LA MODE ET DES TEXTILES - LYCÉE DES MÉTIERS DE LA MAINTENANCE INDUSTRIELLE DES TERRES D'OPALE;96.9
2020;0671602C;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ INSTITUTION SAINTE PHILOMÈNE;96.9
2020;0672604S;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MARC BLOCH;96.9
2020;0922276Z;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT SANTOS DUMONT, LYCÉE DES MÉTIERS DE L'HÔTELLERIE ET DE LA GESTION DES ENTREPRISES;96.9
2020;0940119U;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT PAUL DOUMER;96.9
2020;0250014E;DOUBS;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE PROFESSIONNEL CONDÉ - LYCÉE DES MÉTIERS DES SERVICES ET SOINS À LA PERSONNE ET DE L'HÔTELLERIE-RESTAURATION;97.0
2020;0511901P;MARNE;REIMS;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE COLBERT;97.0
2020;0560180S;MORBIHAN;RENNES;BRETAGNE;LYCÉE POLYVALENT PRIVÉ NOTRE DAME DE LA PAIX;97.0
2020;0590072H;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DE L'EUROPE;97.0
2020;0600014P;OISE;AMIENS;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PIERRE D' AILLY;97.0
2020;0620093P;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE FERNAND DARCHICOURT;97.0
2020;0940881X;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ MONTALEMBERT;97.0
2020;0160792Z;CHARENTE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL SILLAC - LYCÉE DES MÉTIERS DE L'HABITAT, DU BÂTIMENT ET DE LA TOPOGRAPHIE;97.1
2020;0292144Y;FINISTERE;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL PRIVÉ LE LIKÈS - LA SALLE - LYCÉE DES MÉTIERS DE L'INDUSTRIE, DE LA GESTION ET DU COMMERCE;97.1
2020;0420974F;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINTE ANNE;97.1
2020;0441993C;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CARCOUËT;97.1
2020;0590263R;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL FERNAND LÉGER;97.1
2020;0623902E;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT MARGUERITE YOURCENAR - LYCÉE DES MÉTIERS DE LA PERSONNE, SANTÉ, SOCIAL ET DE L'HÔTELLERIE RESTAURATION;97.1
2020;0932030B;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT MAURICE UTRILLO;97.1
2020;0940140S;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL GOURDOU-LESEURRE - LYCÉE DES MÉTIERS DE LA MAINTENANCE DES SYSTÈMES INDUSTRIELS;97.1
2020;0030105Y;ALLIER;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ SAINT-JOSEPH;97.2
2020;0142107P;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL CHARLES DE GAULLE;97.2
2020;0310046G;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE POLYVALENT HÔTELIER - LYCÉE DES MÉTIERS DE L'HÔTELLERIE ET DU TOURISME D'OCCITANIE;97.2
2020;0350777E;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT MARTIN;97.2
2020;0370039S;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PAUL-LOUIS COURIER;97.2
2020;0490005P;MAINE-ET-LOIRE;NANTES;PAYS DE LA LOIRE;LYCÉE PROFESSIONNEL SIMONE VEIL - LYCÉE DES MÉTIERS DE LA SANTÉ ET DES SERVICES À LA PERSONNE;97.2
2020;0501825M;MANCHE;NORMANDIE;NORMANDIE;LYCÉE PROFESSIONNEL PRIVÉ INSTITUT SAINT LO;97.2
2020;0590198V;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL GEORGES GUYNEMER;97.2
2020;0590233H;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT EMILE ZOLA;97.2
2020;0595657D;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ INSTITUT SAINT VINCENT DE PAUL - LYCÉE DES MÉTIERS DU BIEN-ETRE, DE LA SANTÉ ET DU SOCIAL;97.2
2020;0801950K;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ SAINT RÉMI;97.2
2020;0920171L;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LOUIS BLÉRIOT, LYCÉE DES MÉTIERS DE L'ÉNERGIE;97.2
2020;0121309H;AVEYRON;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL PRIVÉ SAINT-JOSEPH;97.3
2020;0130059U;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL BLAISE PASCAL;97.3
2020;0310051M;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL GUYNEMER;97.3
2020;0631409P;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL CAMILLE CLAUDEL - LYCÉE DES MÉTIERS DU GÉNIE ÉLECTRIQUE, DE LA PRÉVENTION ET DE LA SÉCURITÉ;97.3
2020;0783288A;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ NOTRE DAME;97.3
2020;0811144D;TARN;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL HÔTELIER - LYCÉE DES MÉTIERS DE L'HÔTELLERIE-RESTAURATION;97.3
2020;0860039A;VIENNE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL LE DOLMEN - LYCÉE DES MÉTIERS DE LA MODE ET DES SERVICES;97.3
2020;0920163C;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LOUIS GIRARD;97.3
2020;0930965U;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ HENRI MATISSE;97.3
2020;0133931C;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL PRIVÉ NOTRE DAME DE LA VISTE;97.4
2020;0371328T;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE PROFESSIONNEL PRIVÉ SAINTE-URSULE;97.4
2020;0530011Z;MAYENNE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DOUANIER ROUSSEAU;97.4
2020;0570283Y;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PRIVÉE ST ETIENNE;97.4
2020;0590093F;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT BEAUPRÉ - LYCÉE DES MÉTIERS DE LA PLASTURGIE;97.4
2020;0782822U;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT PIERRE CORNEILLE, LYCÉE DES MÉTIERS DE LA VENTE ET DES SERVICES AUX ENTREPRISES;97.4
2020;0932638M;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE INTERNATIONAL DE L'EST PARISIEN;97.4
2020;0951763A;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT LOUIS JOUVET, LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;97.4
2020;0171238D;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL ROMPSAY;97.5
2020;0311147D;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINTE-MARIE DE NEVERS;97.5
2020;0311902Z;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE STÉPHANE HESSEL;97.5
2020;0340991T;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE POLYVALENT PRIVÉ NEVERS;97.5
2020;0540044E;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ARTHUR VAROQUAUX;97.5
2020;0670024M;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE PROFESSIONNEL ANDRÉ SIEGFRIED - LYCÉE DES MÉTIERS;97.5
2020;0271579V;EURE;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LÉOPOLD SEDAR SENGHOR;97.6
2020;0410675L;LOIR-ET-CHER;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ NOTRE DAME DES AYDES;97.6
2020;0420049A;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL BENOÎT CHARVET - LYCÉE DES MÉTIERS DU TERTIAIRE - LYCÉE DES MÉTIERS DES SOINS À LA PERSONNE;97.6
2020;0501677B;MANCHE;NORMANDIE;NORMANDIE;LYCÉE PROFESSIONNEL SAUXMARAIS - LYCÉE DES MÉTIERS DE L'AUTOMOBILE, DE L'INSUSTRIE DES PROCÉDÉS ET DE LA RELATION CLIENT;97.6
2020;0593006X;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ NOTRE-DAME D'ANNAY;97.6
2020;0593007Y;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ FRÉDÉRIC OZANAM - LYCÉE DES MÉTIERS DE LA CONSTRUCTION DE L'ENVIRONNEMENT ET DES ENERGIES;97.6
2020;0593061G;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ SAINT LUC;97.6
2020;0620095S;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT LOUIS PASTEUR;97.6
2020;0840072X;VAUCLUSE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT JOSEPH;97.6
2020;0940891H;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ PETIT VAL;97.6
2020;0030025L;ALLIER;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL MADAME DE STAËL;97.7
2020;0132828D;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT PRIVÉ LA CADENELLE;97.7
2020;0160049S;CHARENTE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL JEAN ROSTAND - LYCÉE DES MÉTIERS DE LA MODE ET DES SERVICES;97.7
2020;0290108K;FINISTERE;RENNES;BRETAGNE;LYCÉE POLYVALENT DUPUY DE LÔME;97.7
2020;0690105P;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL EMILE BÉJUIT - AUTOMOBILE - LYCÉE DES MÉTIERS DE L'AUTOMOBILE ET DU TRANSPORT;97.7
2020;0693044J;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN-PAUL SARTRE;97.7
2020;0801194N;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL MONTAIGNE - LYCÉE DES MÉTIERS DES MOBILITÉS ET DES ÉNERGIES NOUVELLES;97.7
2020;0221867K;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL PRIVÉ MARIE BALAVENNE;97.8
2020;0290336H;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL PRIVÉ ESTRAN CHARLES DE FOUCAULD;97.8
2020;0380008C;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE L'OISELET;97.8
2020;0440282T;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE PROFESSIONNEL PRIVÉ LE MASLE;97.8
2020;0511884W;MARNE;REIMS;GRAND EST;LYCÉE POLYVALENT GEORGES BRIÈRE - LYCÉE DES MÉTIERS DE L'INDUSTRIE, DE LA DÉFENSE ET DU GRAPHISME;97.8
2020;0921166T;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT JEAN JAURÈS, LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;97.8
2020;0382203N;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT PABLO NERUDA - LYCÉE DES MÉTIERS DE L'ÉLECTRICITÉ ET DE SES ENVIRONNEMENTS CONNECTÉS;97.9
2020;0382863F;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT DU GRÉSIVAUDAN;97.9
2020;0530012A;MAYENNE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE RÉAUMUR - LYCÉE DES MÉTIERS;97.9
2020;0590119J;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE FAIDHERBE;97.9
2020;0590133Z;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL MAURICE DUHAMEL;97.9
2020;0741285V;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ ECA;97.9
2020;0900003P;TERRITOIRE DE BELFORT;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GUSTAVE COURBET;97.9
2020;0932120Z;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT HENRI SELLIER - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;97.9
2020;0951618T;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL AUGUSTE ESCOFFIER, LYCÉE DES MÉTIERS DE LA GASTRONOMIE ET DES TECHNIQUES DU FROID;97.9
2020;7200583W;HAUTE-CORSE;CORSE;CORSE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PAUL VINCENSINI - BASTIA;97.9
2020;0022108F;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT-VINCENT-DE-PAUL;98.0
2020;0030038A;ALLIER;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT JEAN MONNET - LYCÉE DES MÉTIERS DU DESIGN ET DES ARTS VERRIERS;98.0
2020;0060022S;ALPES-MARITIMES;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL LÉON CHIRIS;98.0
2020;0180007K;CHER;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JACQUES COEUR;98.0
2020;0693095P;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL FRANÇOIS CEVERT;98.0
2020;0761715B;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL PRIVÉ JEAN-BAPTISTE DE LA SALLE;98.0
2020;0942130E;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT MONTALEAU - LYCÉE DES MÉTIERS DE L'HÔTELLERIE ET DE LA RESTAURATION;98.0
2020;0020492Z;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ SAINT-VINCENT-DE-PAUL - LYCÉE DES MÉTIERS DU DESIGN, DE LA SANTÉ ET DE L'HÔTELLERIE;98.1
2020;0060043P;ALPES-MARITIMES;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL MAGNAN - LYCÉE DES MÉTIERS DES SOINS ET SERVICES À LA PERSONNE;98.1
2020;0141178E;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE TECHNOLOGIQUE PRIVÉ SAINTE URSULE;98.1
2020;0310091F;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL STÉPHANE HESSEL;98.1
2020;0251711Z;DOUBS;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE POLYVALENT CLAUDE NICOLAS LEDOUX;98.2
2020;0620256S;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT GUY MOLLET;98.2
2020;0801336T;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL EDOUARD BRANLY - LYCÉE DES MÉTIERS DU DESIGN ET DES TECHNOLOGIES;98.2
2020;0810105Z;TARN;TOULOUSE;OCCITANIE;LYCEE PROFESSIONNEL PRIVE DE LA SALLE - LYCEE DES METIERS DE L'ENERGIE ELECTRIQUE, DE L'ELECTRONIQUE NUMERIQUE ET DE LA MAINTENANCE;98.2
2020;0860037Y;VIENNE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE POLYVALENT NELSON MANDELA;98.2
2020;9741270M;LA REUNION;LA REUNION;LA REUNION;LYCÉE POLYVALENT BEL AIR - LYCÉE DES MÉTIERS DE LA CONSTRUCTION MÉTALLIQUE;98.2
