rentree_scolaire;UAI;departement;academie;region;patronyme;indice_eloignement
2021;9720073X;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE PROFESSIONNEL PRIVÉ SAINT JEAN-PAUL II;99.3
2021;0060793E;ALPES-MARITIMES;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE D'ANTIBES;99.4
2021;0391146J;JURA;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE POLYVALENT PRIVÉ PASTEUR MONT ROLAND;99.4
2021;0570098X;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN DE PANGE;99.4
2021;0690018V;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL DANIELLE CASANOVA - LYCÉE DES MÉTIERS DU CUIR ET DES SERVICES;99.4
2021;0860752A;VIENNE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL PRIVÉ SAINT GABRIEL NOTRE DAME;99.4
2021;0311971Z;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL PRIVÉ LES POTIERS;99.5
2021;0421210M;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL AGRICOLE DE VILLARS - MONTRAVEL;99.5
2021;0570144X;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL MÉTIERS DU BÂTIMENT ET TRAVAUX PUBLICS;99.5
2021;0593395V;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE DE LOMME;99.5
2021;0690652J;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ ATELIERS D'APPRENTISSAGE DE L'INDUSTRIE;99.5
2021;0772225A;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LINO VENTURA - LYCÉE DES MÉTIERS DE LA SANTÉ ET DE L'AIDE À LA PERSONNE;99.5
2021;0910756C;ESSONNE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LOUIS ARMAND, LYCÉE DES MÉTIERS ADMINISTRATIFS ET COMMERCIAUX;99.5
2021;0910975R;ESSONNE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT JEAN-PIERRE TIMBAUD;99.5
2021;9741173G;LA REUNION;LA REUNION;LA REUNION;LYCÉE POLYVALENT MOULIN JOLI;99.5
2021;9741324W;LA REUNION;LA REUNION;LA REUNION;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MAHATMA GANDHI;99.5
2021;0840935K;VAUCLUSE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT RENÉ CHAR;99.6
2021;0900246D;TERRITOIRE DE BELFORT;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE VALDOIE;99.6
2021;0131328Y;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL PRIVÉ MÉLIZAN;99.7
2021;0780004F;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE DE SAINT-GERMAIN-EN-LAYE;99.7
2021;9720615L;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE POLYVALENT PRIVÉ AMEP;99.7
2021;0382432M;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE LA GRIVE BOURGOIN-JALLIEU;99.8
2021;0511142P;MARNE;REIMS;GRAND EST;LYCÉE PRIVÉ SACRÉ-COEUR LA SALLE;99.8
2021;0620221D;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PROFESSEUR CLERC;99.8
2021;0781983G;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL ADRIENNE BOLLAND, LYCÉE DES MÉTIERS DES ARTS DU BOIS, DES SERVICES ET DE LA MODE;99.8
2021;0910622G;ESSONNE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT GEOFFROY-SAINT-HILAIRE;99.8
2021;0950667J;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT ROMAIN ROLLAND, LYCÉE DES MÉTIERS DE L'INDUSTRIE, DU COMMERCE ET DES SERVICES AUX ENTREPRISES;99.8
2021;0540041B;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GEORGES DE LA TOUR;99.9
2021;0250001R;DOUBS;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE PROFESSIONNEL NELSON MANDELA - LYCÉE DES MÉTIERS DE LA PLASTURGIE, DE L'HYGIÈNE PROPRETÉ ET DES SERVICES;100.0
2021;0331882S;GIRONDE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL EMILE COMBES;100.0
2021;0370888P;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE PROFESSIONNEL D'ARSONVAL - LYCÉE DES MÉTIERS D'ART, DE L'AMÉNAGEMENT DE L'ESPACE ET DE LA COMMUNICATION;100.0
2021;0910838S;ESSONNE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ BETH RIVKAH;100.0
2021;9720501M;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE PROFESSIONNEL CHATEAUBOEUF;100.0
2021;9720919S;MARTINIQUE;MARTINIQUE;MARTINIQUE;MFREO DE FORT DE FRANCE;100.0
2021;0250010A;DOUBS;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LOUIS PERGAUD;100.1
2021;0350022J;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE BEAUMONT;100.1
2021;0451462V;LOIRET;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JACQUES MONOD;100.1
2021;0711249X;SAONE-ET-LOIRE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE POLYVALENT PRIVÉ FRÉDÉRIC OZANAM;100.1
2021;0951722F;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT JEAN MONNET;100.1
2021;0320652K;GERS;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL PRIVÉ ORATOIRE SAINTE-MARIE;100.2
2021;0490946M;MAINE-ET-LOIRE;NANTES;PAYS DE LA LOIRE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE SAINTE-GEMMES;100.2
2021;0593225K;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PRIVÉ DE MARCQ;100.2
2021;0710054Y;SAONE-ET-LOIRE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE HENRI PARRIAT;100.2
2021;0772243V;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CAMILLE CLAUDEL;100.2
2021;0290051Y;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE TRISTAN CORBIÈRE;100.3
2021;0951788C;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT GEORGE SAND;100.3
2021;0310024H;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE POLYVALENT PIERRE D'ARAGON;100.4
2021;0570085H;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE POLYVALENT JEAN-VICTOR PONCELET - LYCÉE DES MÉTIERS DU TERTIAIRE;100.4
2021;0623279C;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE AGRICOLE PRIVÉ DE COULOGNE;100.4
2021;0021869W;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT JOSEPH;100.5
2021;0371417P;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN MONNET;100.5
2021;0694086S;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ AL KINDI;100.5
2021;0861113T;VIENNE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL LE VERGER - LYCÉE DES MÉTIERS DE L'ÉLECTROTECHNIQUE ET DE LA MAINTENANCE;100.5
2021;0690008J;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL GUSTAVE EIFFEL;100.6
2021;0783763S;YVELINES;VERSAILLES;ILE-DE-FRANCE;MFREO DE RAMBOUILLET;100.6
2021;9730511T;GUYANE;GUYANE;GUYANE;LYCÉE GÉNÉRAL PRIVÉ SAINTE THÉRÈSE;100.6
2021;0620027T;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PABLO PICASSO;100.7
2021;0670006T;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE PROFESSIONNEL PHILIPPE-CHARLES GOULDEN - LYCÉE DES MÉTIERS;100.7
2021;0211909L;COTE D'OR;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN-MARC BOIVIN;100.8
2021;0311262D;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE TOULOUSE;100.8
2021;0370749N;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINTE-MARGUERITE;100.8
2021;0450042B;LOIRET;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DURZY;100.8
2021;0561698S;MORBIHAN;RENNES;BRETAGNE;LYCÉE POLYVALENT JEAN MACÉ;100.8
2021;0590207E;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LOUIS PASTEUR;100.8
2021;0620059C;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL LÉO LAGRANGE - LYCÉE DES MÉTIERS DE LA PERSONNE, SANTÉ, SOCIAL;100.8
2021;0622801H;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL JEAN BERTIN - LYCÉE DES MÉTIERS DES TRAVAUX PUBLICS;100.8
2021;0881498A;VOSGES;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PRIVÉ JEANNE D'ARC;100.8
2021;0520027X;HAUTE-MARNE;REIMS;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ST EXUPÉRY;100.9
2021;0680015X;HAUT-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ALFRED KASTLER;100.9
2021;0011119L;AIN;LYON;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT ARBEZ CARME - LYCÉE DES MÉTIERS DE LA PLASTURGIE ET DES OUTILLAGES;101.0
2021;0240007C;DORDOGNE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL JEAN CAPELLE - LYCÉE DES MÉTIERS DE L'HÔTELLERIE, DE LA GASTRONOMIE ET DES SERVICES;101.0
2021;0520679F;HAUTE-MARNE;REIMS;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ ESTIC;101.0
2021;0595770B;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL AGRICOLE DE DUNKERQUE;101.0
2021;0760007V;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE PROFESSIONNEL AUGUSTE BARTHOLDI;101.0
2021;0110823K;AUDE;MONTPELLIER;OCCITANIE;LYCÉE PROFESSIONNEL CHARLES CROS, LYCÉE DES MÉTIERS DE LA COMMERCIALISATION ET DE L'HÔTELLERIE RESTAURATION;101.1
2021;0520923W;HAUTE-MARNE;REIMS;GRAND EST;LYCÉE PROFESSIONNEL ST EXUPÉRY;101.1
2021;0600049C;OISE;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL AMYOT D'INVILLE - LYCÉE DES MÉTIERS DU BTP, DE LA VENTE ET DE LA COMMUNICATION GRAPHIQUE;101.1
2021;0670043H;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE PROFESSIONNEL CAMILLE SCHNEIDER;101.1
2021;0680141J;HAUT-RHIN;STRASBOURG;GRAND EST;COLLÈGE EPISCOPAL (LYCÉE GÉNÉRAL PRIVÉ);101.1
2021;0220018A;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE AUGUSTE PAVIE;101.2
2021;0730005J;SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT JEAN MOULIN;101.3
2021;0030072M;ALLIER;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL PRIVÉ SAINT PIERRE;101.4
2021;0080048J;ARDENNES;REIMS;GRAND EST;LYCÉE PROFESSIONNEL LE CHÂTEAU;101.4
2021;0132495S;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ARTHUR RIMBAUD;101.4
2021;0290164W;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ NOTRE-DAME DU MUR;101.4
2021;0350011X;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN GUÉHENNO;101.4
2021;0450043C;LOIRET;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE PROFESSIONNEL JEANNETTE VERDIER;101.4
2021;0911493D;ESSONNE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LES FRÈRES MOREAU;101.4
2021;0520692V;HAUTE-MARNE;REIMS;GRAND EST;LYCÉE PROFESSIONNEL PRIVÉ ESTIC;101.5
2021;0520795G;HAUTE-MARNE;REIMS;GRAND EST;LYCÉE PROFESSIONNEL EDMÉ BOUCHARDON;101.5
2021;0573231C;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE CONDORCET - LYCÉE DES MÉTIERS DES SCIENCES ET DES TECHNOLOGIES DE L' INFORMATION ET DE LA COMMUNICATION;101.5
2021;0682072H;HAUT-RHIN;STRASBOURG;GRAND EST;LYCÉE D'ENSEIGNEMENT GÉNÉRAL PRIVÉ INSTITUTION CHAMPAGNAT;101.5
2021;0760005T;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE THOMAS CORNEILLE;101.5
2021;0782546U;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LE CORBUSIER;101.5
2021;0783283V;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ L'ERMITAGE;101.5
2021;9741231V;LA REUNION;LA REUNION;LA REUNION;LYCÉE POLYVALENT MARIE CURIE - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;101.5
2021;0021939X;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE POLYVALENT JULES VERNE - LYCÉE DES MÉTIERS DES SCIENCES ET TECHNOLOGIES POUR UN DÉVELOPPEMENT DURABLE;101.6
2021;0290105G;FINISTERE;RENNES;BRETAGNE;LYCEE PROFESSIONNEL TRISTAN CORBIERE - LYCEE DES METIERS DE L'AERONAUTIQUE, DE LA MECATRONIQUE - LYCEE DES METIERS DU SANITAIRE ET SOCIAL;101.6
2021;0451483T;LOIRET;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE POLYVALENT MAURICE GENEVOIX;101.6
2021;0460493L;LOT;TOULOUSE;OCCITANIE;LYCÉE POLYVALENT GASTON MONNERVILLE - LYCÉE DES MÉTIERS DE L'INDUSTRIE : MAINTENANCE, PRODUCTION, ÉLECTRICITÉ ET AUTOMOBILE;101.6
2021;0570077Z;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL MARYSE BASTIÉ;101.6
2021;0670041F;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE HENRI MECK;101.6
2021;0430103D;HAUTE-LOIRE;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ NOTRE DAME DU CHÂTEAU;101.7
2021;0681888H;HAUT-RHIN;STRASBOURG;GRAND EST;LYCÉE POLYVALENT AMÉLIE ZURCHER;101.7
2021;0741532N;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DE L'ALBANAIS;101.8
2021;0840787Z;VAUCLUSE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;MAISON FAMILIALE RURALE DE MONTEUX;101.8
2021;0250058C;DOUBS;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ARMAND PEUGEOT;101.9
2021;0301431T;GARD;MONTPELLIER;OCCITANIE;MAISON FAMILIALE RURALE DE MARGUERITTES;101.9
2021;0421002L;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ JEAN-BAPTISTE D'ALLARD - LYCÉE DES MÉTIERS DES SERVICES ET DES SOINS À LA PERSONNE;101.9
2021;0572075W;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL JEAN MACÉ;101.9
2021;0641907A;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE POLYVALENT PRIVÉ BERNAT ETXEPARE;101.9
2021;0340043M;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE PROFESSIONNEL PIERRE MENDÈS FRANCE, LYCÉE DES MÉTIERS DES POLYTECHNIQUES;102.0
2021;0341521U;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE POLYVALENT PRIVÉ SAINT-JOSEPH PIERRE ROUGE;102.0
2021;0341523W;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE POLYVALENT PRIVÉ SAINT JOSEPH;102.0
2021;0441828Y;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE CHÂTEAUBRIANT;102.0
2021;0592833J;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL LES HAUTS DE FLANDRE;102.0
2021;0830960T;VAR;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL GALLIENI - LYCÉE DES MÉTIERS DE LA CONDUITE, DU TRANSPORT ET DE LA LOGISTIQUE;102.0
2021;0670114K;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE POLYVALENT STANISLAS - LYCÉE DES MÉTIERS;102.1
2021;0740104L;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL PRIVÉ SAINT FRANÇOIS;102.1
2021;0021872Z;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ LA PROVIDENCE;102.2
2021;0740156T;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ JEANNE D ARC;102.2
2021;0761718E;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL PRIVÉ REY;102.2
2021;0110669T;AUDE;MONTPELLIER;OCCITANIE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE CARCASSONNE;102.3
2021;0312290W;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE HENRI MATISSE;102.3
2021;0721329D;SARTHE;NANTES;PAYS DE LA LOIRE;LYCÉE AGRICOLE PRIVÉ LES HORIZONS - SITE DE SAINT-SATURNIN;102.3
2021;0010075B;AIN;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT JOSEPH;102.4
2021;0271431J;EURE;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JACQUES PRÉVERT;102.4
2021;0710026T;SAONE-ET-LOIRE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE POLYVALENT LÉON BLUM;102.4
2021;0741307U;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE TECHNOLOGIQUE PRIVÉ JEANNE D'ARC;102.4
2021;0261265J;DROME;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE AGRICOLE PRIVÉ CENTRE D'ÉTUDES FORESTIÈRES ET AGRICOLES DE MONTELIMAR;102.5
2021;0291633T;FINISTERE;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL RENÉ LAËNNEC - LYCÉE DES MÉTIERS DES SERVICES À LA PERSONNE;102.5
2021;0570051W;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PIERRE ET MARIE CURIE;102.5
2021;0850032Y;VENDEE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE SAVARY DE MAULÉON;102.5
2021;0850146X;VENDEE;NANTES;PAYS DE LA LOIRE;LYCÉE PROFESSIONNEL RENÉ COUZINET;102.5
2021;9720771F;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE POLYVALENT LA JETÉE;102.5
2021;0550049E;MEUSE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINTE ANNE;102.6
2021;0550891V;MEUSE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL EUGÈNE FREYSSINET;102.6
2021;0771995A;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LE CHAMP DE CLAYE - LYCÉE DES MÉTIERS DE L'ÉNERGIE;102.6
2021;0891001E;YONNE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE AGRICOLE PRIVÉ DE SAINT-DENIS-LES-SENS;102.6
2021;0550002D;MEUSE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE RAYMOND POINCARÉ;102.7
2021;0550983V;MEUSE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PRIVÉ SAINTE ANNE;102.7
2021;0133822J;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCEE GENERAL PRIVE SAINT JEAN DE GARGUIER;102.8
2021;0160006V;CHARENTE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE D'ANGOULÊME;102.8
2021;0311270M;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE AGRICOLE PRIVÉ SAINT-FRANÇOIS DE LABÈGE;102.8
2021;0420027B;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GEORGES BRASSENS;102.8
2021;0592712C;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL LOUIS ARMAND;102.8
2021;0841078R;VAUCLUSE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE RÉGIONAL MONTESQUIEU;102.8
2021;0880057J;VOSGES;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL JACQUES AUGUSTIN;102.8
2021;0141165R;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL PRIVÉ COURS NOTRE-DAME;102.9
2021;0560070X;MORBIHAN;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL EMILE ZOLA - LYCÉE DES MÉTIERS DE LA COMMUNICATION VISUELLE;102.9
2021;0730813M;SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE CHAMBÉRY-LA-MOTTE SERVOLEX;103.0
2021;0912440H;ESSONNE;VERSAILLES;ILE-DE-FRANCE;MFREO D'ORMOY LA RIVIERE;103.0
2021;0220099N;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ ST JOSEPH;103.1
2021;0721478R;SARTHE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT PRIVÉ SAINT JOSEPH LA SALLE;103.1
2021;0741224D;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE AGRICOLE PRIVÉ LES TROIS VALLÉES DE THONON-LES-BAINS;103.1
2021;9710774P;GUADELOUPE;GUADELOUPE;GUADELOUPE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE FAUSTIN FLÉRET;103.1
2021;9730308X;GUYANE;GUYANE;GUYANE;LYCÉE POLYVALENT ELIE CASTOR;103.1
2021;0141193W;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE PROFESSIONNEL PRIVÉ NOTRE DAME DE NAZARETH;103.2
2021;0291654R;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT JOSEPH;103.2
2021;0221677D;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE AGRICOLE PRIVÉ LE RESTMEUR DE PABU;103.3
2021;0271081D;EURE;NORMANDIE;NORMANDIE;LYCÉE PROFESSIONNEL PRIVÉ SAINT OUEN;103.3
2021;0382274R;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL FRANÇOISE DOLTO - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;103.3
2021;0040533H;ALPES-DE-HTE-PROVENCE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT LES ISCLES;103.4
2021;0830042V;VAR;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT ANTOINE DE SAINT-EXUPÉRY;103.4
2021;0850142T;VENDEE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT PRIVÉ NOTRE-DAME;103.4
2021;9710882G;GUADELOUPE;GUADELOUPE;GUADELOUPE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DES DROITS DE L'HOMME;103.4
2021;0340059E;HERAULT;MONTPELLIER;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN MOULIN;103.5
